MODEL,test_idx,QED,SA,gen_dock_aff
DeepICL,49,0.48894641849509385,0.6681999999999999,-6.953010000000001
DeepICL,50,0.5724663345280242,0.7707,-8.63345
DeepICL,51,0.6036985022886944,0.8773000000000001,-5.7437000000000005
DeepICL,52,0.6164970202979522,0.7426999999999999,-8.09797
DeepICL,53,0.6215332212389716,0.7336363636363636,-5.540868686868687
DeepICL,54,0.49004601361383066,0.7712,-6.6307100000000005
DeepICL,55,0.5041918109789136,0.7706999999999999,-7.74348
DeepICL,56,0.6283578819488053,0.7343000000000001,-7.39259
DeepICL,57,0.6618513594314918,0.8003,-6.12215
DeepICL,58,0.4897205000813452,0.7378,-6.89428
DeepICL,59,0.6666096180231602,0.8373999999999999,-6.067419999999999
DeepICL,60,0.5803536753775421,0.7723,-7.94192
DeepICL,61,0.5290946104294566,0.7142000000000001,-7.01215
DeepICL,62,0.5574162979183377,0.7764,-5.97275
DeepICL,63,0.7207050158871744,0.8005,-7.227580000000001
DeepICL,64,0.5619963447153488,0.8358,-3.98288
DeepICL,65,0.6278639923766125,0.7895,-6.27361
DeepICL,66,0.527233103787567,0.7378,-6.72412
DeepICL,67,0.4520988485028034,0.7786,-5.34874
DeepICL,68,0.4403296022794013,0.68,-6.369299999999999
DeepICL,69,0.6649226786166771,0.7886,-7.65396
DeepICL,70,0.6571819065092211,0.838,-5.637630000000001
DeepICL,71,0.593153712511899,0.831,-8.0717
DeepICL,72,0.5699844021897938,0.8388,-5.529
DeepICL,73,0.6449982118590882,0.8007070707070707,-10.531444444444444
DeepICL,74,0.5463056740751935,0.8079999999999999,-9.571710000000001
DeepICL,75,0.5297049099862152,0.7968,-9.7953
DeepICL,76,0.6424085154666964,0.8087878787878787,-9.215555555555556
DeepICL,77,0.618883499019209,0.7589024390243903,-8.568219512195123
DeepICL,78,0.5092176595806033,0.7202020202020202,-6.354262626262626
DeepICL,79,0.5496365735767794,0.727,-4.5205
DeepICL,80,0.6026415779426895,0.7621212121212122,-10.302565656565656
DeepICL,81,0.4560741588039503,0.7358,-10.79713
DeepICL,82,0.5525763027847836,0.7308,-7.132770000000001
DeepICL,83,0.5327538428140828,0.7324242424242424,-8.073353535353537
DeepICL,84,0.5486518017324052,0.6507999999999999,-7.8509400000000005
DeepICL,85,0.5656115030965608,0.7368000000000001,-7.32903
DeepICL,86,0.6661094648694547,0.769,-8.06496
DeepICL,87,0.6194632481993025,0.7615000000000001,-8.11049
DeepICL,88,0.6140275964993477,0.771734693877551,-8.763989795918366
DeepICL,89,0.6381329656217907,0.7661,-8.66695
DeepICL,90,0.5455074989643648,0.7436263736263736,-5.742516483516483
DeepICL,91,0.5697144114362844,0.7817000000000001,-4.4001
DeepICL,92,0.5234672133843197,0.7094,-5.97805
DeepICL,93,0.4687888420889329,0.7372,-9.04369
DeepICL,94,0.6300366881766767,0.8228,-6.57356
DeepICL,95,0.6942010694227041,0.8266,-5.51341
DeepICL,96,0.6553075658423491,0.6776000000000001,-7.48461
DeepICL,97,0.5494970903462805,0.7899999999999999,-4.088717171717172
DeepICL,98,0.4945055071897183,0.6570999999999999,-9.39398
DeepICL,99,0.6339812983537672,0.7332222222222222,-10.024744444444444
DeepICL,100,0.5906302893561782,0.7546464646464646,-5.730737373737373
decompdiff,1,0.3370060396744569,0.5839506172839506,-8.143716049382716
decompdiff,2,0.3896018160940589,0.56775,-8.4960375
decompdiff,3,0.3077901945840905,0.5439473684210526,-7.3897236842105265
decompdiff,4,0.23837460146201886,0.5613333333333334,-8.699773333333333
decompdiff,5,0.2118080235048205,0.4115189873417721,-12.03407594936709
decompdiff,6,0.5239102001736216,0.6544736842105263,-6.706460526315789
decompdiff,7,0.2745633429650963,0.47269841269841273,-9.86426984126984
decompdiff,8,0.2651686091113463,0.5626666666666668,-8.554653333333334
decompdiff,9,0.3337187247545096,0.6030379746835444,-11.593518987341772
decompdiff,10,0.38554608711995775,0.5387058823529411,-6.164435294117647
decompdiff,11,0.2628758289740004,0.5866265060240964,-9.178843373493976
decompdiff,12,0.31773987686639965,0.5501492537313433,-9.32616417910448
decompdiff,13,0.4089924319482541,0.6367142857142857,-4.786114285714286
decompdiff,14,0.3713649899196411,0.6257333333333334,-8.298573333333334
decompdiff,15,0.6054297898989203,0.5733333333333334,-5.558051282051283
decompdiff,16,0.14789440958389194,0.45295081967213113,-7.5699508196721315
decompdiff,17,0.43811126435232545,0.6260759493670887,-7.580772151898734
decompdiff,18,0.19195695888003425,0.5431081081081081,-8.69004054054054
decompdiff,19,0.43977083449070803,0.5725641025641026,-6.912371794871794
decompdiff,20,0.4187776834454813,0.6406410256410257,-8.848179487179488
decompdiff,21,0.7358120675590729,0.7255434782608695,-4.646402173913043
decompdiff,22,0.3515482079674347,0.5590625,-10.43815625
decompdiff,23,0.33406412248045486,0.6118750000000001,-9.016175
decompdiff,24,0.6404422165648586,0.6667058823529411,-7.332599999999999
decompdiff,25,0.25790162963842717,0.4741791044776119,-9.671268656716418
decompdiff,26,0.1828373279466268,0.43118421052631584,-8.761486842105263
decompdiff,27,0.10239623764194747,0.40614285714285714,-9.963342857142857
decompdiff,28,0.5183530612234337,0.6294252873563219,-9.45748275862069
decompdiff,29,0.33094706337390606,0.6386486486486487,-7.958635135135134
decompdiff,30,0.2945701622167892,0.49370370370370376,-7.837456790123458
decompdiff,31,0.3504912253812146,0.5773333333333333,-6.3349866666666665
decompdiff,32,0.26951664990937496,0.5616438356164384,-10.807739726027398
decompdiff,33,0.24579076456613866,0.5278571428571429,-8.29422857142857
decompdiff,34,0.48369791447286065,0.5966216216216216,-7.2531621621621625
decompdiff,35,0.2444317872186204,0.4873015873015873,-8.993079365079364
decompdiff,36,0.5709577746761909,0.6996774193548386,-6.528881720430108
decompdiff,37,0.22508682671337027,0.33821428571428575,-11.82025
decompdiff,38,0.36588528705489626,0.581195652173913,-5.531663043478261
decompdiff,39,0.6073415676239159,0.5871621621621622,-6.224837837837837
decompdiff,40,0.3556720469253822,0.6269620253164557,-12.844582278481012
decompdiff,41,0.5627053777294134,0.62725,-8.6697
decompdiff,42,0.08725762139942767,0.356231884057971,-8.922666666666666
decompdiff,43,0.5290178090372438,0.6636585365853659,-11.919658536585366
decompdiff,44,0.41435846937277304,0.5578873239436619,-7.227084507042254
decompdiff,45,0.20063998993437787,0.5246666666666667,-10.951306666666666
decompdiff,46,0.30926950015710764,0.5317333333333334,-9.027546666666668
decompdiff,47,0.22277363122335436,0.5271052631578947,-7.767828947368422
decompdiff,48,0.1973054465394899,0.5212903225806451,-6.899435483870968
decompdiff,49,0.3902878722058696,0.5197530864197532,-7.683382716049383
decompdiff,50,0.40343519375821846,0.5572307692307692,-9.274338461538461
decompdiff,51,0.512329701645362,0.582289156626506,-6.495855421686747
decompdiff,52,0.20116427291791344,0.48250000000000004,-8.102573529411766
decompdiff,53,0.6792177101557937,0.6489285714285714,-7.643738095238095
decompdiff,54,0.3092802001918662,0.5892307692307692,-9.697666666666667
decompdiff,55,0.43744545362990994,0.6076923076923076,-8.152192307692307
decompdiff,56,0.16819737816978922,0.39875,-13.3973125
decompdiff,57,0.43393918195480974,0.5895522388059702,-11.493731343283583
decompdiff,58,0.577164556932327,0.6280459770114942,-7.538701149425287
decompdiff,59,0.42268999873217916,0.541951219512195,17.27757317073171
decompdiff,60,0.16027830579679514,0.5698529411764706,-8.462470588235293
decompdiff,61,0.41069766765444726,0.6729113924050633,-8.880911392405062
decompdiff,62,0.19221061495526093,0.4993939393939394,-6.852515151515152
decompdiff,63,0.42407453035935994,0.47423728813559324,-7.337847457627118
decompdiff,64,0.17474181173012568,0.5115625,-6.44565625
decompdiff,65,0.12907621670520178,0.3635185185185185,-9.388981481481482
decompdiff,66,0.1407441712078422,0.4878260869565218,-9.634304347826088
decompdiff,67,0.19211206495646033,0.45245614035087717,-8.815543859649123
decompdiff,68,0.3927537986074633,0.6601030927835052,-6.921536082474227
decompdiff,69,0.4204049812396005,0.5954430379746836,-9.248987341772152
decompdiff,70,0.3013950152652668,0.5004301075268817,-8.223591397849463
decompdiff,71,0.4129911000821565,0.5957894736842105,-12.754381578947369
decompdiff,72,0.5105047409924558,0.5424418604651162,-6.238697674418605
decompdiff,73,0.2851209899425601,0.543661971830986,-13.294774647887323
decompdiff,74,0.5669734912915035,0.6032911392405063,-10.239708860759494
decompdiff,75,0.29918033345559836,0.6102985074626865,-9.468059701492537
decompdiff,76,0.4353330822105565,0.6297590361445784,-10.687481927710843
decompdiff,77,0.5523776630863588,0.5657142857142857,-9.665916666666666
decompdiff,78,0.5304846265357214,0.6413095238095238,-6.627880952380952
decompdiff,79,0.5515401941442465,0.5874025974025974,-5.092935064935065
decompdiff,80,0.2038878925159434,0.475625,-11.2811875
decompdiff,81,0.28626938045453626,0.49553846153846154,-10.744184615384615
decompdiff,82,0.2631105122214826,0.505,-10.567124999999999
decompdiff,83,0.2629937656409845,0.5128813559322034,-8.962898305084746
decompdiff,84,0.19523743098302396,0.46289473684210525,-8.522144736842105
decompdiff,85,0.3748427293664841,0.5713793103448276,-7.365931034482759
decompdiff,86,0.16616943396718908,0.42218181818181816,-10.764890909090909
decompdiff,87,0.4574919197164326,0.6530952380952381,-9.902642857142856
decompdiff,88,0.5647407512855032,0.5833823529411765,-8.628367647058823
decompdiff,89,0.3055406657220155,0.4889873417721519,-9.387645569620254
decompdiff,90,0.42908467802395167,0.5914473684210527,-7.922078947368421
decompdiff,91,0.5666172687739909,0.6373417721518988,-5.808139240506329
decompdiff,92,0.22551899823023364,0.5464705882352942,-9.657870588235294
decompdiff,93,0.3721784531626342,0.619247311827957,-8.233118279569892
decompdiff,94,0.21582533128580822,0.5914457831325302,-6.642867469879517
decompdiff,95,0.6593949638607925,0.663448275862069,-4.739804597701149
decompdiff,96,0.3313715612632071,0.43768115942028984,-8.599710144927537
decompdiff,97,0.6194285021780223,0.7731578947368422,-5.716452631578948
decompdiff,98,0.5035606050347412,0.6729213483146067,-10.105494382022473
decompdiff,99,0.43960989987719407,0.6889156626506024,-10.287915662650601
decompdiff,100,0.3944058939632832,0.4849411764705882,-10.483529411764707
pocket2mol,1,0.6803224684432668,0.708901098901099,-7.057300000000001
pocket2mol,2,0.7160445408050766,0.7042045454545455,-7.2410000000000005
pocket2mol,3,0.4234862708097693,0.7297752808988764,-9.86573
pocket2mol,4,0.6806731752730194,0.7599999999999999,-6.59717
pocket2mol,5,0.6049007927992771,0.6296629213483146,-11.61394
pocket2mol,6,0.6234070659523484,0.816868686868687,-5.707129999999999
pocket2mol,7,0.7154926258042653,0.6816161616161617,-7.95139
pocket2mol,8,0.40050851800152004,0.5864197530864198,-9.92961
pocket2mol,9,0.5149416441448964,0.8385555555555555,-5.01276
pocket2mol,10,0.66589692188473,0.6422340425531915,-7.46064
pocket2mol,11,0.592567400122872,0.6204938271604938,-9.69606
pocket2mol,12,0.3085914272332235,0.49142857142857144,-11.768830000000001
pocket2mol,13,0.7105757935717693,0.7393939393939394,-8.67598
pocket2mol,14,0.5577346678436794,0.7281111111111112,-6.4496
pocket2mol,15,0.5108966545856434,0.8183870967741935,-4.42096
pocket2mol,16,0.5042050595829829,0.8007291666666667,-5.60007
pocket2mol,17,0.5478526875188954,0.721578947368421,-5.73558
pocket2mol,18,0.6280895437010027,0.6839999999999999,-8.44127
pocket2mol,19,0.6551503404403773,0.6240697674418605,-7.16845
pocket2mol,20,0.6993171371240711,0.725,-9.06346
pocket2mol,21,0.5664099489792568,0.8731958762886598,-5.18158
pocket2mol,22,0.7216792757628545,0.7839393939393939,-8.064919999999999
pocket2mol,23,0.5715161054060958,0.6785,-9.8362
pocket2mol,24,0.7011806816479872,0.8163636363636363,-6.8354800000000004
pocket2mol,25,0.7135996155038047,0.7411111111111112,-8.95722
pocket2mol,26,0.6567853686422691,0.7498958333333333,-7.035990000000001
pocket2mol,27,0.3730273202481286,0.5536842105263158,-13.19895
pocket2mol,28,0.5949206787565522,0.7263636363636363,-9.46741
pocket2mol,29,0.5964175881391033,0.8556818181818181,-5.461029999999999
pocket2mol,30,0.5082698035541562,0.7824705882352941,-4.77947
pocket2mol,31,0.6109464698129932,0.7707142857142857,-4.74608
pocket2mol,32,0.5653016748150536,0.78875,-10.474459999999999
pocket2mol,33,0.5857558102763792,0.8211111111111111,-6.20904
pocket2mol,34,0.6736366379694568,0.857752808988764,-2.7774099999999997
pocket2mol,35,0.5083305030409568,0.7892708333333333,-5.39451
pocket2mol,36,0.5156960778530048,0.7138541666666667,-6.67131
pocket2mol,37,0.6334224894267327,0.6003125,-9.691989999999999
pocket2mol,38,0.7183253784250276,0.7,-7.826090000000001
pocket2mol,39,0.5296087140706813,0.7887341772151899,-2.65754
pocket2mol,40,0.7201903211868262,0.7623232323232323,-10.37355
pocket2mol,41,0.5512315087395693,0.7150526315789475,-5.45039
pocket2mol,42,0.6679045110113314,0.713375,-7.98872
pocket2mol,43,0.65025299540266,0.7421052631578947,-11.12792
pocket2mol,44,0.5382666028627099,0.8825,-4.74465
pocket2mol,45,0.4658008035600283,0.6605050505050505,-7.95547
pocket2mol,46,0.6077644944893239,0.8157142857142857,-6.69161
pocket2mol,47,0.5479450756412876,0.7011864406779661,-6.15177
pocket2mol,48,0.6712597222856752,0.7473684210526316,-7.68062
pocket2mol,49,0.6659344293232073,0.7422916666666667,-6.19528
pocket2mol,50,0.4375742885737178,0.6253191489361702,-10.70867
pocket2mol,51,0.5764497265445828,0.7634782608695652,-4.96741
pocket2mol,52,0.47195080588118044,0.6711267605633803,-8.51275
pocket2mol,53,0.6152148938164601,0.6841975308641975,-7.7908100000000005
pocket2mol,54,0.5223832168544251,0.777157894736842,-8.61127
pocket2mol,55,0.48049630124941095,0.698404255319149,-9.6151
pocket2mol,56,0.48033605402901897,0.8294623655913979,-3.50996
pocket2mol,57,0.4564067714743196,0.7893478260869565,-4.01461
pocket2mol,58,0.6523320576535475,0.7585,-7.14806
pocket2mol,59,0.6742250256119843,0.8187058823529412,-5.162190000000001
pocket2mol,60,0.5288890826683184,0.7467857142857143,-5.61837
pocket2mol,61,0.6885352081703174,0.7720430107526881,-8.99432
pocket2mol,62,0.581421792322301,0.8031632653061224,-5.40972
pocket2mol,63,0.5993370636053773,0.8354736842105264,-6.5495600000000005
pocket2mol,64,0.5715810926024872,0.8629032258064516,-4.29631
pocket2mol,65,0.5225168709792404,0.7955102040816326,-6.06168
pocket2mol,66,0.4270508685501228,0.7825287356321838,-4.43956
pocket2mol,67,0.471109756153709,0.7702298850574714,-5.15052
pocket2mol,68,0.5696893068324236,0.7209302325581395,-5.61039
pocket2mol,69,0.6870506732485263,0.782394366197183,-8.90533
pocket2mol,70,0.5554620925218399,0.8373684210526315,-5.5103
pocket2mol,71,0.4639666745802802,0.6614285714285714,-12.88214
pocket2mol,72,0.5318114822394036,0.825925925925926,-4.39656
pocket2mol,73,0.4540211372737056,0.5793150684931506,-16.15974
pocket2mol,74,0.5423113009864523,0.7034883720930233,-10.349
pocket2mol,75,0.6725280314831797,0.8461855670103092,-6.9770199999999996
pocket2mol,76,0.6606738155220069,0.7775789473684211,-9.22781
pocket2mol,77,0.3885149857994967,0.7412820512820513,-12.39959
pocket2mol,78,0.4755309522699033,0.8107608695652174,-4.4431400000000005
pocket2mol,79,0.6061001842355849,0.8063440860215053,-4.81324
pocket2mol,80,0.6696955045986619,0.814468085106383,-8.09066
pocket2mol,81,0.3996033012611052,0.60675,-13.502255319148937
pocket2mol,82,0.6542999080868978,0.7345833333333333,-7.756758620689655
pocket2mol,83,0.641438707247113,0.8018279569892472,-7.23061
pocket2mol,84,0.4108118628880654,0.5647560975609757,-9.935360000000001
pocket2mol,85,0.6717664805033153,0.7605128205128205,-7.74367
pocket2mol,86,0.6701226497128792,0.7248958333333334,-9.76265
pocket2mol,87,0.6978871839309352,0.77,-7.69168
pocket2mol,88,0.5438322020032268,0.7237931034482759,-6.13375
pocket2mol,89,0.6407526311323491,0.7029577464788732,-8.94784
pocket2mol,90,0.5141216826205567,0.7547368421052632,-4.4018
pocket2mol,91,0.43375585603535693,0.7933333333333334,-3.37053
pocket2mol,92,0.5751911474391314,0.7949484536082474,-6.2278899999999995
pocket2mol,93,0.3508110793570869,0.6906249999999999,-11.873309999999998
pocket2mol,94,0.4180111895725855,0.6506060606060605,-8.069930000000001
pocket2mol,95,0.4764013729065124,0.7780898876404494,-4.80949
pocket2mol,96,0.6529228196042643,0.7255102040816326,-7.23063
pocket2mol,97,0.40122077213341195,0.7970408163265306,-2.161
pocket2mol,98,0.6425325173745414,0.7761616161616162,-6.89961
pocket2mol,99,0.6144128271802859,0.6290140845070423,-12.75749
pocket2mol,100,0.5101081057079543,0.7721052631578946,-5.40255
targetdiff,1,0.38583506583806265,0.5716842105263158,-7.91972
targetdiff,2,0.5010121171141046,0.6140206185567011,-6.862948979591836
targetdiff,3,0.5211519456314323,0.5744565217391304,-8.12458762886598
targetdiff,4,0.5917881191417275,0.7069,-5.9192100000000005
targetdiff,5,0.4342083303641401,0.58,-9.89294
targetdiff,6,0.5454186972923035,0.7261855670103092,-5.848616161616162
targetdiff,7,0.5726822695860905,0.5929166666666666,-8.098434343434343
targetdiff,8,0.333144309911025,0.5419354838709677,-9.137828282828282
targetdiff,9,0.5878060023415503,0.6931632653061225,-6.33466
targetdiff,10,0.48290914559990394,0.5720454545454545,-6.782797979797979
targetdiff,11,0.3348777555551179,0.5711111111111111,-8.226877551020408
targetdiff,12,0.4801075945042431,0.5797674418604651,-8.975041666666668
targetdiff,13,0.5630882238845359,0.5078787878787879,-9.18433
targetdiff,14,0.41850576351713864,0.59,-8.125216494845361
targetdiff,15,0.5000135979604432,0.7097979797979798,-4.641383838383838
targetdiff,16,0.5966226313816204,0.6276595744680851,-6.993444444444444
targetdiff,17,0.4968629234403467,0.5865168539325843,-7.42189898989899
targetdiff,18,0.42473882535787727,0.5896938775510204,-7.56471
targetdiff,19,0.36345832598175076,0.5857291666666666,-5.851949494949494
targetdiff,20,0.33777960609395613,0.5621590909090909,-8.610979797979798
targetdiff,21,0.6219048760040062,0.595050505050505,-6.93609
targetdiff,22,0.6327605611217021,0.6215306122448979,-8.139030303030303
targetdiff,23,0.4095020374082579,0.5127472527472527,-8.029797872340426
targetdiff,24,0.6448403487117611,0.7512244897959184,-6.665565656565656
targetdiff,25,0.5959944045241958,0.5406185567010309,-9.122244897959185
targetdiff,26,0.5875327615344887,0.6581052631578947,-6.33229
targetdiff,27,0.4198579410771464,0.515531914893617,-9.96974
targetdiff,28,0.5997574469264266,0.5821428571428572,-9.53739393939394
targetdiff,29,0.5930816037977764,0.6567000000000001,-6.202050000000001
targetdiff,30,0.3293425930786567,0.586,-6.639410000000001
targetdiff,31,0.6090781524192082,0.6007,-6.52053
targetdiff,32,0.4680341328797291,0.5453333333333333,-10.522430107526882
targetdiff,33,0.5380463705839758,0.6237373737373737,-8.50391
targetdiff,34,0.6283578839182719,0.5806250000000001,-6.484787878787879
targetdiff,35,0.4577356816395094,0.6929000000000001,-6.00765
targetdiff,36,0.35385231016705704,0.6429896907216495,-6.561357142857143
targetdiff,37,0.383785412558148,0.5110204081632653,-9.52354
targetdiff,38,0.5705883271785988,0.5221739130434783,-8.78608
targetdiff,39,0.46307687815525356,0.7458,-3.8691699999999996
targetdiff,40,0.6640539128741314,0.5831632653061224,-11.418252525252525
targetdiff,41,0.48025020137959346,0.624,-6.28771
targetdiff,42,0.499661311007132,0.48333333333333334,-10.647333333333334
targetdiff,43,0.6578613971293022,0.5812371134020619,-10.481111111111112
targetdiff,44,0.530473939784037,0.7205102040816327,-5.18188
targetdiff,45,0.29502020928164846,0.5448275862068965,-8.72621052631579
targetdiff,46,0.44357843947024733,0.5713829787234043,-7.570333333333333
targetdiff,47,0.2665499925966379,0.620625,-6.268086956521739
targetdiff,48,0.574239926603514,0.7104081632653062,-6.557717171717172
targetdiff,49,0.533775439103103,0.5708510638297872,-6.791510416666667
targetdiff,50,0.4425979590803991,0.6059782608695652,-9.996463917525773
targetdiff,51,0.42425444876409263,0.7143434343434343,-4.31074
targetdiff,52,0.3360226294326891,0.5482795698924732,-7.85769696969697
targetdiff,53,0.3527335213335643,0.5316666666666666,-8.133171717171717
targetdiff,54,0.41328786183595173,0.5052040816326531,-8.5807
targetdiff,55,0.4633574510595206,0.5348453608247423,-7.353838383838384
targetdiff,56,0.439549662723514,0.669,-5.176849999999999
targetdiff,57,0.45143125411224594,0.6790816326530612,-5.23832
targetdiff,58,0.548934581481612,0.5575757575757576,-7.11837
targetdiff,59,0.6232928811354321,0.6043617021276596,-1.4778877551020408
targetdiff,60,0.2804959002452145,0.5406593406593407,-9.645151515151515
targetdiff,61,0.176139508045551,0.5039175257731959,-8.572212121212122
targetdiff,62,0.5160967626656342,0.7754166666666666,5.265272727272728
targetdiff,63,0.6139621891950302,0.6122105263157894,-7.890777777777778
targetdiff,64,0.43044311473369723,0.5839772727272727,-6.147290000000001
targetdiff,65,0.41857013576012103,0.6768,-6.29912
targetdiff,66,0.4239870859593057,0.670721649484536,-5.9345050505050505
targetdiff,67,0.4285953982362995,0.7561,-5.56232
targetdiff,68,0.23810697408249024,0.5717708333333333,-6.901383838383838
targetdiff,69,0.5409520643391125,0.5884848484848485,-8.88592
targetdiff,70,0.5560473423560622,0.7199,-5.44428
targetdiff,71,0.3523100751165232,0.5584375,-10.651357142857144
targetdiff,72,0.493829352885249,0.7302,-3.9667000000000003
targetdiff,73,0.4400951337897287,0.5557446808510639,-13.27319587628866
targetdiff,74,0.6149947603232798,0.6198989898989898,-9.76572
targetdiff,75,0.6336835848839651,0.6281818181818182,-7.993
targetdiff,76,0.5760056249667557,0.5705263157894737,-10.483171717171718
targetdiff,77,0.5996431053614311,0.5592307692307692,-9.36261
targetdiff,78,0.46041923902839127,0.7148979591836735,-5.262626262626263
targetdiff,79,0.5226089330253725,0.6608163265306123,-4.88374
targetdiff,80,0.6088479535754484,0.5891919191919192,-9.99043
targetdiff,81,0.37665171002149356,0.5043157894736843,-10.584683673469387
targetdiff,82,0.3235219594205899,0.5050526315789474,-9.582663265306122
targetdiff,83,0.4767467038428758,0.6138541666666667,-8.388908163265306
targetdiff,84,0.3293118272860487,0.485,-8.448343434343434
targetdiff,85,0.5336139752162622,0.6087,-7.913049999999999
targetdiff,86,0.5035231737846977,0.5626041666666667,-8.631443298969073
targetdiff,87,0.6283208351439983,0.5854,-8.20926
targetdiff,88,0.5215111789710375,0.678125,-6.350639999999999
targetdiff,89,0.6061706538889771,0.5922448979591837,-8.34916
targetdiff,90,0.5731646042910655,0.5971276595744681,-7.37634693877551
targetdiff,91,0.5081844736365059,0.6917,-4.58801
targetdiff,92,0.4801650051919317,0.5703125,-7.277919191919192
targetdiff,93,0.39167705396876545,0.4969892473118279,-9.358583333333334
targetdiff,94,0.29656424266918163,0.5680612244897959,-6.919
targetdiff,95,0.39124194106941446,0.7006999999999999,-4.92675
targetdiff,96,0.4736429956525055,0.5897979797979798,-7.745535353535353
targetdiff,97,0.4264156897111585,0.7593000000000001,-3.63
targetdiff,98,0.6090686672607326,0.5921,-8.41621
targetdiff,99,0.6055158579794476,0.5926595744680851,-9.38761
targetdiff,100,0.39728172260196837,0.6201,-6.5118100000000005
