MOLECULE-A,MOLECULE-B,REMOVAL-FRAG,INSERTION-FRAG,GEN-MOL-SMI,DELTA-LOGP,DELTA-QED,CASE
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[8*]C(C)(C)C,CC(C)(C)C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1.0091999999999999,0.13139149310445497,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ccco1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccco1,0.8699000000000001,0.10177907197845704,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(F)nc1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(F)nc1,0.8109999999999999,-0.02419582339537274,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1c[nH]c(C)c1,Cc1cc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)c[nH]1,0.9134200000000003,0.023275732201409105,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccncc1C,Cc1cnccc1C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.9803200000000003,0.08685611784580965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cnccc1C,Cc1ccncc1C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.9803200000000003,0.08685611784580965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ccc(C)cn1,Cc1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)nc1,0.9803200000000003,0.08685611784580965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(N)cc1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(N)cc1,0.8591000000000011,-0.07698851972809445,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[8*]C(F)(F)Cl,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)C(F)(F)Cl,0.7947,-0.02217243574100841,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(N=O)cc1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(N=O)cc1,1.6748,-0.03803423628223851,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cncc(F)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cncc(F)c1,0.8109999999999999,0.0789864917037213,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ccc(C)[nH]1,Cc1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)[nH]1,0.9134200000000003,0.023275732201409105,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ccc(F)o1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(F)o1,1.0090000000000001,0.09306752926445838,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cccc(N)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cccc(N)c1,0.8591000000000002,-0.07698851972809445,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccn(CC)c1,CCn1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)c1,1.0983,0.06485945220948558,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1cc(C)ccn1,Cc1ccnc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)c1,0.9803199999999999,0.08685611784580965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccnc(F)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccnc(F)c1,0.8109999999999999,-0.02419582339537274,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(ON(C)C)cc1,CN(C)Oc1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1,1.1323000000000005,-0.0828120123374485,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cccc(C(=O)OC)c1,COC(=O)c1cccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)c1,1.0635000000000006,-0.0665634970558519,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ncccc1C,Cc1cccnc1C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.9803200000000003,0.08685611784580965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cccc(N=O)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cccc(N=O)c1,1.6748,-0.03803423628223851,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc2ccnn2c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc2ccnn2c1,0.9245999999999999,-0.0060381131039879965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cccnc1F,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cccnc1F,0.8110000000000002,-0.02419582339537274,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1cc(C)c[nH]1,Cc1c[nH]c(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)c1,0.9134200000000003,0.023275732201409105,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc2c(c1)OCO2,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc2c(c1)OCO2,1.0055999999999998,0.06080717208632613,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(C(=O)O)cc1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(C(=O)O)cc1,0.9751000000000003,-0.02909982692257712,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccn2nccc2c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccn2nccc2c1,0.9246000000000003,-0.0060381131039879965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ccc(OC)o1,COc1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)o1,0.8785000000000005,0.05291042258373957,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccccc1N=O,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccccc1N=O,1.6748,-0.03803423628223851,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(C(=O)N(C)C)cc1,CN(C)C(=O)c1ccc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cc1,0.978700000000001,0.014169682635817415,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1cc(F)co1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cc(F)co1,1.009,0.09306752926445838,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(CF)nc1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(CF)nc1,1.1414,0.051338913428437494,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1[nH]ccc1C,Cc1cc[nH]c1C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.9134200000000003,0.023275732201409105,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1occc1F,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1occc1F,1.0090000000000003,0.09306752926445838,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc2c(c1)OCCO2,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc2c(c1)OCCO2,1.0481,0.04920377387999797,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1ccc(F)cn1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(F)cn1,0.8109999999999999,0.0789864917037213,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cnccc1F,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cnccc1F,0.8110000000000002,0.0789864917037213,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccccc1C#N,N#Cc1ccccc1C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,1.1485800000000002,0.08108271644263748,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cnn(C(F)(F)F)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cnn(C(F)(F)F)c1,0.9496999999999998,0.048179100412845066,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc2nccn2c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc2nccn2c1,0.9245999999999999,-0.0060381131039879965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cc(F)nc(F)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cc(F)nc(F)c1,0.9500999999999997,-0.03315760845288407,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[14*]c1cnc(C)s1,Cc1ncc(C(=O)N[C@@H](CS)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)s1,1.04182,0.08353980938608874,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cccc(C(=O)O)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cccc(C(=O)O)c1,0.9751000000000003,-0.02909982692257712,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cnc(F)c(F)c1,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cnc(F)c(F)c1,0.9500999999999997,-0.03315760845288407,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccncc1F,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccncc1F,0.8110000000000002,0.0789864917037213,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1cccn2nccc12,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cccn2nccc12,0.9246000000000005,-0.0060381131039879965,A $\rightarrow$ B
Cc1nc2ccc(Cl)cc2c(-n2ccc3c(O)cc(-c4cn[nH]c4)cc32)c1C,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1cn[nH]c1,[*]c1[c;H1][n;H1][n;H0][c;H1]1,[16*]c1ccc(F)nc1F,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc(F)nc1F,0.9501,-0.03315760845288407,A $\rightarrow$ B
