INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cnc2nc(-c3n[nH]c4cc(C#N)ccc34)ccc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cnc2nc([14*])ccc2n1,0.00014023938274476677,3.716380000000002,405.13380810000007,0.4896489161836867,2.7857575497562426
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cn2cc(-c3n[nH]c4cc(C#N)ccc34)ccc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cn2cc([16*])ccc2n1,0.00014023650146555156,4.025880000000003,392.13855913200007,0.5019650904032364,2.7772273483880596
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cnc2cc(-c3n[nH]c4cc(C#N)ccc34)ccc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cnc2cc([16*])ccc2n1,0.00014004901458974928,4.321380000000003,404.13855913200007,0.48276286863393875,2.615360626679321
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2cnc(-c3n[nH]c4cc(C#N)ccc34)cc2cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2cnc([14*])cc2cn1,0.00013997347559779882,4.321380000000002,404.13855913200007,0.4827628686339388,2.7646760112947053
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc(-c2cnc(-c3n[nH]c4cc(C#N)ccc34)[nH]2)cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc(-c2cnc([14*])[nH]2)cn1,0.00013988616410642862,4.163280000000003,419.1494581640001,0.45385051370278173,2.803086804430677
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,Cc1nc(N(C)C(=O)c2ccccc2)nc2ccc(-c3n[nH]c4cc(C#N)ccc34)cc12,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1nc(C)c2cc([16*])ccc2n1,0.00013985128316562623,4.629800000000003,418.15420919600007,0.4605500445091653,2.641472946409314
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc(O)c2cc(-c3n[nH]c4cc(C#N)ccc34)ncc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2c(O)cc([14*])nc2cn1,0.000139741794555448,4.026980000000003,420.13347375200004,0.4548801292936529,2.8886343176467726
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2c(O)cc(-c3n[nH]c4cc(C#N)ccc34)nc2cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2c(O)cc([14*])nc2cn1,0.0001397204032400623,4.026980000000002,420.13347375200004,0.4548801292936529,2.8894997022621567
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2ncc(-c3n[nH]c4cc(C#N)ccc34)cn2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2ncc([16*])cn2n1,0.00013971058069728315,3.4208800000000013,393.1338081000001,0.505850336728003,2.8084480380432293
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc2cc(-c3n[nH]c4cc(C#N)ccc34)cnc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2cc([16*])cnc2n1,0.0001395593280903995,4.321380000000003,404.13855913200007,0.48276286863393875,2.693065242063936
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2ccc(-c3n[nH]c4cc(C#N)ccc34)nc2[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2cc([14*])[nH]c2n1,0.0001394111750414595,4.254480000000003,392.13855913200007,0.4790033628653537,2.850019921332356
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cnn2cc(-c3n[nH]c4cc(C#N)ccc34)ccc12,[14*]c1ccc2[nH]c([14*])cc2n1,[16*]c1ccc2c([16*])cnn2c1,0.00013939397467765957,4.025880000000003,392.138559132,0.5019650904032364,2.745817268812461
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc2cc(-c3n[nH]c4cc(C#N)ccc34)[nH]c2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2cc([14*])[nH]c2n1,0.0001393727579852566,4.254480000000003,392.13855913200007,0.4790033628653537,2.78905228207506
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ncc2cc(-c3n[nH]c4cc(C#N)ccc34)cnc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ncc2cc([16*])cnc2n1,0.0001393202692270279,3.716380000000002,405.1338081000001,0.4896489161836867,2.794192934371628
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc(-c2ccnc(-c3n[nH]c4cc(C#N)ccc34)c2)cs1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2csc([14*])n2)ccn1,0.00013909315748605877,4.896680000000003,436.110630132,0.4321468990038095,2.672656035199907
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2ccc(-c3n[nH]c4cc(C#N)ccc34)nc2s1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2nc([14*])sc2n1,0.00013906355889048427,4.382880000000002,410.0949800680001,0.47576835770381104,2.6775111680167036
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1snc2nc(-c3n[nH]c4cc(C#N)ccc34)ccc12,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2c([14*])snc2n1,0.00013902616046834737,4.382880000000003,410.09498006800004,0.475768357703811,2.9479981706692264
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ncc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ncc2[nH]c([14*])cc2n1,0.00013901265629101545,3.6494800000000014,393.13380810000007,0.48552602126904,2.8639631574066264
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cn2cc(-c3n[nH]c4cc(C#N)ccc34)cnc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cn2cc([16*])cnc2n1,0.0001389109529554844,3.4208800000000013,393.1338081000001,0.505850336728003,2.8965748284941597
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1noc(-c2ccnc(-c3n[nH]c4cc(C#N)ccc34)c2)n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2nc([14*])no2)ccn1,0.00013884766667615622,3.8231800000000025,421.1287227200001,0.46749382367305553,2.811650576142835
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cn2nc(-c3n[nH]c4cc(C#N)ccc34)ccc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cn2nc([14*])ccc2n1,0.0001388053351547569,3.4208800000000013,393.13380810000007,0.505850336728003,2.8182342449397826
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cn2ccc(-c3n[nH]c4cc(C#N)ccc34)nc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccn2cc([14*])nc2n1,0.00013880428741686046,3.4208800000000013,393.1338081000001,0.505850336728003,2.912706393480896
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc(-c2ccc(-c3n[nH]c4cc(C#N)ccc34)nc2)no1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc(-c2noc([14*])n2)cn1,0.00013880121696274728,3.8231800000000016,421.1287227200001,0.4674938236730556,2.7893240252743485
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2ncc(-c3n[nH]c4cc(C#N)ccc34)cc2s1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1nc2ncc([16*])cc2s1,0.0001387666561640799,4.382880000000002,410.094980068,0.47576835770381104,2.742172706478245
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,0.0001387244410580024,4.254480000000003,392.13855913200007,0.4790033628653537,2.7266857038257246
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nnc(-c2ccc(-c3n[nH]c4cc(C#N)ccc34)nc2)[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc(-c2nnc([14*])[nH]2)cn1,0.00013872241834178567,3.5582800000000008,420.14470713200006,0.45759057091845623,2.946911122048542
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc(-c2csc(-c3n[nH]c4cc(C#N)ccc34)n2)ccn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2csc([14*])n2)ccn1,0.00013870721159037203,4.896680000000004,436.1106301320001,0.43214689900380937,2.7124272510808005
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc(-c2nc(-c3n[nH]c4cc(C#N)ccc34)no2)ccn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2nc([14*])no2)ccn1,0.00013867623056285083,3.8231800000000025,421.1287227200001,0.46749382367305553,2.737992015348791
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2cc(-c3n[nH]c4cc(C#N)ccc34)cnc2[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1nc2cc([16*])cnc2[nH]1,0.00013864485663361847,3.6494800000000005,393.1338081000001,0.4855260212690401,2.8465711149663075
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2cc(-c3n[nH]c4cc(C#N)ccc34)cnc2s1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1nc2cc([16*])cnc2s1,0.00013860312174074352,4.382880000000002,410.0949800680001,0.47576835770381104,2.7251164730564934
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2nc(-c3n[nH]c4cc(C#N)ccc34)ccc2s1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2sc([14*])nc2n1,0.00013858189049642533,4.382880000000002,410.094980068,0.47576835770381104,2.7330581176188264
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc2cc(-c3n[nH]c4cc(C#N)ccc34)n(C)c2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2cc([14*])n(C)c2n1,0.00013856646546628326,4.264880000000003,406.15420919600007,0.4845304278552135,2.778442856584247
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cnc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cnc2[nH]c([14*])cc2n1,0.00013856367149855942,3.6494800000000014,393.13380810000007,0.48552602126904,2.9067636879106047
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cnc2cc(-c3n[nH]c4cc(C#N)ccc34)nn2c1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2ncc([16*])cn2n1,0.00013845221837982535,3.4208800000000013,393.1338081000001,0.505850336728003,2.8300639531625933
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc2cc(-c3n[nH]c4cc(C#N)ccc34)ccc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2cc([16*])ccc2n1,0.00013838926679454744,4.9263800000000035,403.14331016400007,0.46294195944860445,2.4981483189870133
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,Cc1cc(N(C)C(=O)c2ccccc2)nc2cnc(-c3n[nH]c4cc(C#N)ccc34)cc12,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2c(C)cc([14*])nc2cn1,0.00013837420556228608,4.629800000000003,418.15420919600007,0.4605500445091653,2.780279133700283
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc(-c2nnc(-c3n[nH]c4cc(C#N)ccc34)[nH]2)cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc(-c2nnc([14*])[nH]2)cn1,0.00013834792480338365,3.5582800000000008,420.14470713200006,0.45759057091845623,2.9398719160932085
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2cnc(-c3n[nH]c4cc(C#N)ccc34)cc2c(Cl)n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2c(Cl)nc([14*])cc2cn1,0.00013834776473231614,4.974780000000003,438.0995867800001,0.4005780019551586,2.8637639163089794
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2ncc(-c3n[nH]c4cc(C#N)ccc34)cn2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1nc2ncc([16*])cn2n1,0.00013829335512127727,2.81588,394.12905706800007,0.5029743023514844,2.892890478361533
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2nc(-c3n[nH]c4cc(C#N)ccc34)cnc2s1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cnc2sc([14*])nc2n1,0.00013829066301696002,3.7778800000000015,411.0902290360001,0.48356208216567964,2.8773748284941583
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2nc(-c3n[nH]c4cc(C#N)ccc34)ccc2[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,0.00013826512440573424,4.254480000000002,392.13855913200007,0.4790033628653537,2.767931327167899
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccn2cc(-c3n[nH]c4cc(C#N)ccc34)nc2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccn2cc([14*])nc2n1,0.0001382402260787785,3.4208800000000013,393.1338081000001,0.505850336728003,2.877093130881427
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ccc(-c2noc(-c3n[nH]c4cc(C#N)ccc34)n2)cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc(-c2noc([14*])n2)cn1,0.0001382007758365944,3.8231800000000025,421.1287227200001,0.46749382367305553,2.667023777135391
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nnc(-c2ccnc(-c3n[nH]c4cc(C#N)ccc34)c2)[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2nnc([14*])[nH]2)ccn1,0.00013818997831549495,3.5582800000000017,420.14470713200006,0.45759057091845623,2.9805587647284426
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2c(Cl)nc(-c3n[nH]c4cc(C#N)ccc34)cc2cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2c(Cl)nc([14*])cc2cn1,0.00013818567094858736,4.9747800000000035,438.0995867800001,0.4005780019551585,2.8618585651384105
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1snc2nc(-c3n[nH]c4cc(C#N)ccc34)cnc12,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cnc2c([14*])snc2n1,0.00013816247519571334,3.7778800000000023,411.0902290360001,0.48356208216567964,3.042454404090977
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc(-c2nnc(-c3n[nH]c4cc(C#N)ccc34)[nH]2)ccn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2nnc([14*])[nH]2)ccn1,0.00013809330994263291,3.5582800000000008,420.14470713200006,0.45759057091845623,2.976253057532414
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2nn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2[nH]c([14*])cc2nn1,0.00013799508451484144,3.6494800000000005,393.1338081000001,0.48552602126904,2.9038400804835494
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1c[nH]c2nc(-c3n[nH]c4cc(C#N)ccc34)ccc12,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2c([16*])c[nH]c2n1,0.000137980081490241,4.254480000000003,392.138559132,0.4790033628653537,2.758805597724928
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nc2nc(-c3n[nH]c4cc(C#N)ccc34)ccc2[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ccc2[nH]c([14*])nc2n1,0.00013795660925097764,3.6494800000000014,393.13380810000007,0.48552602126904004,2.799750425311135
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,Cc1cc(-c2n[nH]c3cc(C#N)ccc23)nc2cnc(N(C)C(=O)c3ccccc3)cc12,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2c(C)cc([14*])nc2cn1,0.00013793967082165182,4.629800000000003,418.15420919599995,0.4605500445091653,2.774970939720351
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2ncc(-c3n[nH]c4cc(C#N)ccc34)cc2[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2ncc([16*])cc2[nH]1,0.00013792276149615645,4.254480000000002,392.13855913200007,0.4790033628653538,2.813209841756759
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2cc(-c3n[nH]c4cc(C#N)ccc34)cnc2[nH]1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2cc([16*])cnc2[nH]1,0.00013786710042040795,4.254480000000003,392.13855913200007,0.4790033628653537,2.8527636879106044
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1nnc(-c2ccnc(-c3n[nH]c4cc(C#N)ccc34)c2)o1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc(-c2nnc([14*])o2)ccn1,0.00013782580208498985,3.8231800000000025,421.12872272000004,0.46749382367305553,2.805328988053505
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1cc2ccc(-c3n[nH]c4cc(C#N)ccc34)cc2cn1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1cc2ccc([16*])cc2cn1,0.0001378129527438432,4.9263800000000035,403.14331016400007,0.46294195944860445,2.5773821651408575
0,CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4cc(C#N)ccc34)cc2n1,CN(C(=O)c1ccccc1)c1ncc2cc(-c3n[nH]c4cc(C#N)ccc34)cc(Cl)c2n1,[14*]c1ccc2[nH]c([14*])cc2n1,[14*]c1ncc2cc([16*])cc(Cl)c2n1,0.0001377600128762424,4.974780000000003,438.0995867800001,0.42821483297550633,2.780203882864164
